names,province,addresses,counts,points 
西双版纳原始森林公园,云南,云南省西双版纳傣族自治州距景洪市8公里处213国道旁,1228,"100.881258,22.033038"
崇圣寺三塔,云南,云南省大理市大理古城西北两公里的苍山应乐峰下,1096,"100.149535,25.710163"
泸沽湖,云南,云南丽江市宁蒗彝族自治县东北部永宁乡,480,"100.799558,27.668458"
青鱼湾水上乐园,云南,云南省昆明市海口镇小海口收费站右转2公里处,1012,"102.54549,24.851305"
苍山国家地质公园,云南,云南省大理白族自治州大理市漾濞彝族自治县,530,"100.175674,25.650175"
滇池索道,云南,云南省昆明市滇池旅游度假区湖滨路16号,244,"102.658903,24.965776"
丽江古城,云南,云南省丽江市玉龙纳西族自治县东大街1号,182,"100.240547,26.881159"
石林,云南,云南省昆明市石林彝族自治县境内,244,"103.332585,24.823046"
九乡风景名胜区,云南,云南省昆明市宜良县九乡风景名胜区,478,"103.390531,25.073926"
蓝月谷,云南,云南省丽江市玉龙纳西族自治县15公里处玉龙雪山国家级风景名胜区内,114,"100.251243,27.131616"
昆明世界园艺博览园,云南,昆明市盘龙区白龙路439号,14,"102.762314,25.077786"
傣族园,云南,云南省西双版纳市景洪市勐罕镇橄榄坝,514,"100.954223,21.855821"
普达措国家公园,云南,云南省迪庆藏族自治州香格里拉县建塘镇双桥,72,"99.91451,27.807468"
鸡足山,云南,云南省大理州宾川县以西约30公里处,610,"100.400433,25.958131"
洱海,云南,云南省大理市下关洱河南路1号,118,"100.262195,25.610132"
噶丹松赞林寺,云南,云南省迪庆藏族自治州香格里拉县尼旺路下段,450,"99.712056,27.86626"
武定狮子山,云南,云南省楚雄彝族自治州武定县,124,"102.385484,25.539995"
腾冲热海旅游区,云南,云南省保山市腾冲县离县城10公里,78,"98.449373,24.955378"
望天树景区,云南,云南省勐腊县西双版纳热带雨林国家公园望天树景区,256,"101.594904,21.625925"
昆明西山龙门景区,云南,云南省昆明市西山区西山公路,308,"102.640355,24.964658"
普者黑,云南,云南省文山壮族苗族自治州丘北县城西13公里,180,"104.13577,24.123152"
丽江虎跳峡,云南,云南省丽江市玉龙县龙蟠乡,28,"100.105549,27.178554"
云南野生动物园,云南,云南省昆明市盘龙区穿金路,496,"102.795122,25.101678"
南诏风情岛,云南,云南省大理白族自治州洱源县环海路双廊镇,310,"100.198355,25.907885"
丽江千古情景区,云南,云南省丽江市玉龙县玉兴西路,682,"100.226381,26.834458"
环洱海旅拍,云南,云南省大理白族自治州大理市洱海环线,10,"100.272671,25.649292"
西双版纳勐泐文化旅游区,云南,云南省西双版纳州景洪市勐泐大道顶端4路1号,264,"100.81375519985,21.969540244135"
拉市海,云南,云南省丽江市玉龙县拉市海湿地公园,302,"100.145593,26.896784"
大益庄园,云南,云南省西双版纳勐海县云南农业科学院茶叶研究所茶山之中,20,"100.437668,21.990271"
西双版纳热带花卉园,云南,云南省西双版纳傣族自治州景洪市宣慰大道99号,194,"100.794184,22.016914"
昆明花都海洋世界,云南,云南省昆明市呈贡区斗南花花世界,376,"102.787514,24.901387"
世界恐龙谷旅游区,云南,云南省楚雄彝族自治州禄丰县世界恐龙谷风景旅游区,92,"102.078072,24.975647"
花之城,云南,云南省昆明市盘龙区金瓦路8188号,86,"102.795125,25.059343"
云花谷,云南,昆明市五华区西翥街道三多大村,226,"102.699297,25.195885"
蝴蝶泉,云南,云南省大理白族自治州苍山云弄峰下,90,"100.108928,25.913304"
弥勒湖泉酒店半山温泉,云南,云南红河弥勒湖泉酒店半山温泉中心售票处（E座旁边）,82,"103.410428,24.409664"
七彩云南古滇温泉山庄,云南,云南省昆明市晋宁县晋城镇新街片区三合村委会,390,"102.762433,24.774281"
苍山洗马潭索道,云南,云南省大理白族自治州大理市苍山景区下三月街天龙八部影视城内,196,"100.154462,25.686735"
大观楼,云南,云南省昆明市西山区大观路72号,90,"102.680412,25.030081"
观音峡,云南,云南省丽江市东南17公里处的七河乡,70,"100.276078,26.766885"
滇池,云南,云南省昆明市西山区滇池路1318号,94,"102.671688,24.966221"
昆明西游洞,云南,云南省昆明市五华区昆禄公路6公里处,254,"102.648809,25.147944"
香格里拉大峡谷巴拉格宗,云南,云南省迪庆藏族自治州香格里拉县尼西乡幸福村巴拉社,82,"99.441422,28.291985"
昆明金殿风景名胜区,云南,云南省昆明市盘龙区鸣凤山上穿金路,96,"102.77558,25.089211"
普陀泉SPA温泉度假村,云南,云南大理白族自治州洱源县右所镇下山口,42,"100.039535,26.079403"
西部大峡谷温泉,云南,云南省昭通市水富县金沙江畔,320,"104.377061,28.644863"
大理古城,云南,云南大理市下关,124,"100.170462,25.693527"
昆明动物园,云南,云南省昆明市五华区青年路北段的圆通山,362,"102.716251,25.060346"
坝美景区,云南,云南省文山壮族苗族自治州广南县,182,"105.047666,24.319947"
阿庐古洞,云南,云南红河哈尼族彝族自治州泸西县中枢镇泸源洞村,46,"103.760294,24.563245"
映月潭温泉,云南,云南省玉溪市红塔区大营街公园路95号,18,"102.500039,24.347663"
朱家花园,云南,云南省红河州建水县翰林街16号,206,"102.833826,23.622492"
大理苍山石门关景区,云南,云南省大理州漾濞县苍山西镇金牛村石门关景区,22,"100.040996,25.643214"
大观楼,云南,云南省昆明市西山区大观路72号,90,"102.680412,25.030081"
观音峡,云南,云南省丽江市东南17公里处的七河乡,70,"100.276078,26.766885"
滇池,云南,云南省昆明市西山区滇池路1318号,94,"102.671688,24.966221"
昆明西游洞,云南,云南省昆明市五华区昆禄公路6公里处,254,"102.648809,25.147944"
香格里拉大峡谷巴拉格宗,云南,云南省迪庆藏族自治州香格里拉县尼西乡幸福村巴拉社,82,"99.441422,28.291985"
昆明金殿风景名胜区,云南,云南省昆明市盘龙区鸣凤山上穿金路,96,"102.77558,25.089211"
普陀泉SPA温泉度假村,云南,云南大理白族自治州洱源县右所镇下山口,42,"100.039535,26.079403"
西部大峡谷温泉,云南,云南省昭通市水富县金沙江畔,320,"104.377061,28.644863"
大理古城,云南,云南大理市下关,124,"100.170462,25.693527"
昆明动物园,云南,云南省昆明市五华区青年路北段的圆通山,362,"102.716251,25.060346"
坝美景区,云南,云南省文山壮族苗族自治州广南县,182,"105.047666,24.319947"
阿庐古洞,云南,云南红河哈尼族彝族自治州泸西县中枢镇泸源洞村,46,"103.760294,24.563245"
映月潭温泉,云南,云南省玉溪市红塔区大营街公园路95号,18,"102.500039,24.347663"
朱家花园,云南,云南省红河州建水县翰林街16号,206,"102.833826,23.622492"
大理苍山石门关景区,云南,云南省大理州漾濞县苍山西镇金牛村石门关景区,22,"100.040996,25.643214"
布达拉宫,西藏,西藏自治区拉萨市城关区北京中路35号,1696,"91.125491,29.660076"
大昭寺,西藏,西藏拉萨市城关区中心八角街,302,"91.140356,29.65617"
巴松措,西藏,西藏自治区林芝地区工布江达县,164,"93.869055,29.988577"
纳木错,西藏,西藏拉萨当雄县和那曲地区班戈县之间,254,"90.875089,30.780115"
羊卓雍措,西藏,西藏自治区山南市,184,"90.808843,28.954092"
《文成公主》,西藏,西藏拉萨市城关区慈觉林（原次角林）中国西藏文化旅游创意园,138,"91.151802,29.631162"
白塔,西藏,西藏自治区拉萨市城关区北京中路,34,"91.121995,29.658415"
卡若拉冰川,西藏,西藏日喀则江孜县卡若拉山口,48,"90.172386,28.901847"
羊八井温泉,西藏,西藏自治区拉萨市当雄县羊八井镇,250,"90.491247,30.084296"
南迦巴瓦峰,西藏,西藏自治区林芝县西藏林,18,"94.882068,29.512075"
雅鲁藏布大峡谷,西藏,西藏省林芝地区米林县雅鲁藏布大峡谷风景区,160,"94.888588,29.517885"
卡定沟天佛瀑布,西藏,西藏林芝市林芝县卡定沟景区内,4,"94.073491,29.734593"
拉萨河,西藏,西藏拉萨市城关区,4,"91.233863,29.659265"
念青唐古拉观景台,西藏,拉萨市当雄县念青唐古拉山,28,"90.815513,30.533791"
扎西半岛,西藏,西藏藏族自治区拉萨市当雄县,10,"90.890102,30.778141"
念青唐古拉山,西藏,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,西藏,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,西藏,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,西藏,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,西藏,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,西藏,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,西藏,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,西藏,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,西藏,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,西藏,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,西藏,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,西藏,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,西藏,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,西藏,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,西藏,西藏省林芝地区林芝县,54,"94.747806,29.76381"
念青唐古拉山,西藏,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,西藏,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,西藏,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,西藏,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,西藏,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,西藏,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,西藏,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,西藏,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,西藏,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,西藏,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,西藏,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,西藏,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,西藏,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,西藏,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,西藏,西藏省林芝地区林芝县,54,"94.747806,29.76381"
念青唐古拉山,西藏,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,西藏,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,西藏,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,西藏,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,西藏,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,西藏,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,西藏,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,西藏,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,西藏,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,西藏,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,西藏,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,西藏,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,西藏,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,西藏,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,西藏,西藏省林芝地区林芝县,54,"94.747806,29.76381"
念青唐古拉山,西藏,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,西藏,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,西藏,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,西藏,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,西藏,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,西藏,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,西藏,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,西藏,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,西藏,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,西藏,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,西藏,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,西藏,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,西藏,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,西藏,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,西藏,西藏省林芝地区林芝县,54,"94.747806,29.76381"
念青唐古拉山,陕西,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,陕西,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,陕西,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,陕西,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,陕西,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,陕西,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,陕西,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,陕西,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,陕西,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,陕西,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,陕西,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,陕西,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,陕西,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,陕西,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,陕西,西藏省林芝地区林芝县,54,"94.747806,29.76381"
念青唐古拉山,陕西,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,陕西,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,陕西,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,陕西,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,陕西,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,陕西,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,陕西,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,陕西,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,陕西,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,陕西,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,陕西,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,陕西,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,陕西,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,陕西,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,陕西,西藏省林芝地区林芝县,54,"94.747806,29.76381"
念青唐古拉山,陕西,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,陕西,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,陕西,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,陕西,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,陕西,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,陕西,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,陕西,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,陕西,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,陕西,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,陕西,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,陕西,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,陕西,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,陕西,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,陕西,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,陕西,西藏省林芝地区林芝县,54,"94.747806,29.76381"
念青唐古拉山,陕西,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,陕西,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,陕西,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,陕西,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,陕西,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,陕西,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,陕西,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,陕西,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,陕西,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,陕西,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,陕西,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,陕西,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,陕西,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,陕西,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,陕西,西藏省林芝地区林芝县,54,"94.747806,29.76381"
念青唐古拉山,陕西,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,陕西,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,陕西,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,陕西,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,陕西,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,陕西,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,陕西,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,陕西,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,陕西,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,陕西,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,陕西,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,陕西,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,陕西,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,陕西,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,陕西,西藏省林芝地区林芝县,54,"94.747806,29.76381"
念青唐古拉山,甘肃,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,甘肃,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,甘肃,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,甘肃,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,甘肃,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,甘肃,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,甘肃,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,甘肃,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,甘肃,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,甘肃,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,甘肃,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,甘肃,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,甘肃,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,甘肃,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,甘肃,西藏省林芝地区林芝县,54,"94.747806,29.76381"
念青唐古拉山,甘肃,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,甘肃,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,甘肃,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,甘肃,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,甘肃,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,甘肃,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,甘肃,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,甘肃,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,甘肃,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,甘肃,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,甘肃,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,甘肃,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,甘肃,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,甘肃,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,甘肃,西藏省林芝地区林芝县,54,"94.747806,29.76381"
念青唐古拉山,甘肃,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,甘肃,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,甘肃,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,甘肃,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,甘肃,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,甘肃,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,甘肃,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,甘肃,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,甘肃,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,甘肃,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,甘肃,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,甘肃,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,甘肃,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,甘肃,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,甘肃,西藏省林芝地区林芝县,54,"94.747806,29.76381"
念青唐古拉山,甘肃,西藏拉萨市当雄县,16,"90.566551,30.392642"
廓琼岗日冰川,甘肃,拉萨市当雄县格达乡S304省道旁,12,"90.3327,29.972178"
纳木错圣象天门,甘肃,西藏那曲地区班戈县青龙乡5村境内,26,"90.878496,30.778904"
雅尼湿地景区,甘肃,西藏自治区林芝市巴宜区八一镇附近,6,"94.366815,29.645155"
珠峰大本营,甘肃,西藏日喀则地区定日县,4,"86.849177,28.171423"
卡定沟,甘肃,西藏自治区林芝市巴宜区八一镇卡定沟,20,"94.176626,29.759486"
古格王国遗址,甘肃,西藏阿里市扎达县札布让区象泉河畔,4,"79.678683,31.468751"
岗巴拉山口,甘肃,山南市浪卡子县与贡嘎县界山,4,"90.625883,29.197019"
尼洋河风光带景区,甘肃,西藏林芝地区林芝县达则村,47,"94.013713,29.764153"
鲁朗花海牧场景区,甘肃,西藏林芝地区林芝县鲁朗镇,59,"94.736741,29.705572"
扎什伦布寺,甘肃,西藏日喀则市几吉郎卡路1号,2,"88.879118,29.269685"
雅鲁藏布江,甘肃,西藏自治区,16,"95.192328340688,29.898720453451"
珠穆朗玛峰,甘肃,西藏日喀则定日县正南方,4,"86.923597,27.985823"
罗布林卡,甘肃,拉萨市罗布林卡路21号,70,"91.102232,29.65577"
鲁朗风景区,甘肃,西藏省林芝地区林芝县,54,"94.747806,29.76381"
白塔山公园,甘肃,甘肃省兰州市城关区北滨河中路白塔山1号,6,"103.820024,36.074559"
官滩沟,甘肃,甘肃省兰州市城关区,33,"104.117239,35.826599"
方舟温泉水世界,甘肃,甘肃张掖机场向南5公里（民乐生态工业园区）,88,"100.682707,38.708538"
街亭温泉度假村,甘肃,甘肃省天水市麦积区红罗村,60,"106.038765,34.45916"
榆林窟,甘肃,甘肃省酒泉市瓜州县,4,"95.93993885775,40.067430213015"
金塔沙漠胡杨林景区,甘肃,甘肃省酒泉市金塔县城以西约6公里,2,"98.875598,40.011662"
刘家峡,甘肃,甘肃省临夏州,2,"103.28742,35.956184"
渭河源景区,甘肃,甘肃省定西市渭源县,74,"104.248982,35.004849"
通渭温泉度假区,甘肃,甘肃省定西市通渭县平襄镇温泉村,86,"105.176303,35.206266"
首阳山,甘肃,甘肃省定西市渭源县莲峰镇,82,"104.24791,35.026698"
武都朝阳洞风景区,甘肃,甘肃省陇南武都区角弓镇陈家坝村,59,"104.640585,33.538235"
敦煌盛典,甘肃,甘肃省敦煌市敦月路敦煌山庄院内200米,2,"94.676007,40.112149"
桑科草原,甘肃,甘肃省甘南夏河县,12,"102.430224,35.110957"
兰山公园,甘肃,兰州市区正南皋兰山上,61,"103.815831,36.046304"
米拉日巴佛阁,甘肃,甘肃省甘南藏族自治州合作市米拉日巴佛阁,77,"103.097367,35.008483"
白塔山公园,青海,甘肃省兰州市城关区北滨河中路白塔山1号,6,"103.820024,36.074559"
官滩沟,青海,甘肃省兰州市城关区,33,"104.117239,35.826599"
方舟温泉水世界,青海,甘肃张掖机场向南5公里（民乐生态工业园区）,88,"100.682707,38.708538"
街亭温泉度假村,青海,甘肃省天水市麦积区红罗村,60,"106.038765,34.45916"
榆林窟,青海,甘肃省酒泉市瓜州县,4,"95.93993885775,40.067430213015"
金塔沙漠胡杨林景区,青海,甘肃省酒泉市金塔县城以西约6公里,2,"98.875598,40.011662"
刘家峡,青海,甘肃省临夏州,2,"103.28742,35.956184"
渭河源景区,青海,甘肃省定西市渭源县,74,"104.248982,35.004849"
通渭温泉度假区,青海,甘肃省定西市通渭县平襄镇温泉村,86,"105.176303,35.206266"
首阳山,青海,甘肃省定西市渭源县莲峰镇,82,"104.24791,35.026698"
